track_id,artist_name,title,genre,mode,duration,artist_hotttnesss,key,loudness,tempo,time_signature,artist_familiarity
TRABBOP128F931B50D,Tom Petty,A Higher Place (Album Version),classic pop and rock,1,236.17261,0.568350503,9,-4.954,129.122,4,0.779838092
TRABNET128F14560AC,J.J. Cale,Trouble In The City,classic pop and rock,0,202.94485,0.435468899,6,-18.863,133.398,1,0.675766803
TRABSPB12903D1337A,Asleep At The Wheel,Big Balls And Cow Town,folk,1,251.37587,0.461023016,0,-10.85,126.533,4,0.60425956
TRABDZC128F42AC23F,Neil Sedaka,Because Of You,classic pop and rock,0,170.84036,0.444025681,4,-9.448,76.013,3,0.720842183
TRABLVP128F426EE4A,B.A.D.,Interlude,classic pop and rock,1,102.03383,0.473636665,0,-5.653,95.655,4,0.583989842
TRABLSO128F14A4707,Bobbie Gentry,Courtyard,classic pop and rock,1,177.57995,0.38479891,2,-13.134,152.434,1,0.582460567
TRABWPT128F42B06CC,Keb' Mo',Still There For Me,classic pop and rock,1,190.56281,0.472281211,2,-10.548,89.966,4,0.632130913
TRABZSL128F932A529,Jeff Beck,A Day In The Life (Album Version),classic pop and rock,0,286.27546,0.529995833,4,-7.74,145.917,1,0.747684012
TRABGIA128F4226F8A,Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),dance and electronica,1,188.39465,0.438234414,6,-18.397,85.282,3,0.897178038
TRABUDI128F92D0C8C,Ayo,I Love You,soul and reggae,0,229.25016,0.390641236,10,-16.113,128.022,4,0.522590185
TRABVIH128F92EDCDA,Jude Taylor & His Burning Flames,The Thrill Is Gone,folk,0,260.46649,0.233780466,10,-11.937,102.731,4,0.3454137
TRANXOS12903CFAC35,Jesus Jones,Real_ Real_ Real (BBC In Concert),classic pop and rock,1,192.62649,0.420627401,7,-9.728,114.995,4,0.592472073
TRANXBK128F9335042,Beenie Man,Once a Year,soul and reggae,1,241.26649,0.481339309,1,-5.591,120.956,5,0.729212274
TRANXIR128F4255298,Vusi Mahlasela,Our Sand,folk,1,358.71302,0.375914688,9,-8.178,190.019,5,0.59419662
TRANMSR128F930C751,Seamus Egan,The Munster Cloak,folk,1,184.2673,0.327954754,7,-15.717,98.355,1,0.477180009
TRANRLO128F92F3BE9,Mikey Dread,Have you got a Minute to spare,classic pop and rock,1,251.14077,0.360445766,8,-10.099,158.813,4,0.58568315
TRANBWB128F429FB03,Josh White,My Soul Is Gonna Live With God,folk,1,181.49832,0.351022621,8,-18.449,133.972,1,0.490586402
TRANSYV128F428A00C,Jim Reeves,Mexican Joe,classic pop and rock,1,157.6224,0.462190105,2,-9.609,126.689,1,0.624252499
TRANEYV128F4269032,Keb' Mo',I Am Your Mother Too,classic pop and rock,1,242.80771,0.472281211,7,-16.239,86.631,3,0.632130913
TRANEMQ128F42A10A8,Behemoth,No Sympathy For Fools,metal,1,229.40689,0.550422825,1,-5.117,118.817,5,0.84219335
TRANEQB128F4284978,Mary Black,Katie,folk,1,283.61098,0.376556981,10,-11.691,116.673,4,0.597113363
TRANLHL12903CF88E5,Moonspell,Sacred,metal,0,313.46893,0.499826314,1,-7.145,120.064,4,0.722570574
TRANPWV128F9341281,Behemoth,He Who Breeds Pestilence,metal,1,341.2371,0.550422825,8,-2.735,129.829,4,0.84219335
TRANZDB12903CC55EF,Ben E. King,Love Is Gonna Get You,classic pop and rock,1,200.54159,0.478780074,10,-7.258,157.118,1,0.688638654
TRANTJK128F92E5935,Simply Red,Fairground (+ Sample),classic pop and rock,1,333.322,0.498563611,6,-7.209,122.811,4,0.731590592
TRANUEV128F4282392,Plies,I Am The Club (Explicit Album Version),soul and reggae,1,223.65995,0.547940429,5,-6.947,86.967,4,0.919517092
TRANUNR12903CE6E2E,Terry Callier,Occasional Rain,classic pop and rock,1,243.04281,0.416173065,11,-12.061,125.964,7,0.706827671
TRASCTM128F92F6F3A,Irma Thomas,Hold Me While I Cry,classic pop and rock,1,205.29587,0.441106359,10,-14.526,112.109,3,0.623823768
TRASIVA128F933DB52,Boyz II Men,In My Life,soul and reggae,1,151.58812,0.601184942,2,-10.338,94.921,7,0.790922848
TRASOHB128F92D88B6,Johannes Linstead,Caja De Cerillas,folk,0,298.10893,0.418418097,9,-8.577,179.978,4,0.57961456
TRASMYK12903CAA1B7,John Hammond,Southbound Blues,folk,1,201.92608,0.452817838,9,-13.253,92.122,1,0.590692918
TRASMWP128F92CE9CE,Sam Baker,I Can't Break Away,folk,1,141.84444,0.341512969,8,-15.6,145.525,3,0.688332484
TRASSJE128F427927A,Benga,Zero M2,soul and reggae,1,233.16853,0.464736061,2,-11.357,139.994,4,0.70382389
TRASFIH128F92F35EF,Sizzla,Care,soul and reggae,0,168.56771,0.457981674,1,-8.683,189.263,4,0.732571745
TRASFAV128F93428A4,Loudon Wainwright III,Rowena,folk,1,152.13669,0.442765842,0,-12.464,151.294,1,0.661080168
TRASPAS128E078DFB3,Bob Marley & The Wailers,Smile Jamaica,soul and reggae,0,307.61751,0.570106512,11,-8.252,146.581,1,0.778835827
TRASWVM12903CA5601,Beenie Man,Million Gal,soul and reggae,0,200.09751,0.481339309,11,-9.708,95.697,4,0.729212274
TRASZVC128F1485291,THE CHIFFONS,The Heavenly Place,classic pop and rock,1,143.882,0.398349517,8,-9.206,88.675,1,0.599536502
TRASZML128F42358CD,Between The Buried And Me,Prequel To The Sequel (Album Version),metal,1,516.62322,0.546545162,1,-5.954,132.949,3,0.840590438
TRASGQX128F932516C,The Robert Cray Band,Phone Booth,classic pop and rock,0,278.54322,0.382549929,9,-8.039,75.887,3,0.566329185
TRASTIS128F92FA998,Eri EsittÌ_jiÌ_,Dawn,classical,1,158.58893,0.37757908,0,-26.312,91.928,3,0.530287914
TRAFCVI128C7196BE6,Steel Pulse,We Can Do It,soul and reggae,1,237.45261,0.502974636,10,-13.486,158.57,4,0.698452539
TRAFJUT128F42358BC,Between The Buried And Me,Foam Born (A) The Backtrack (Album Version),metal,0,133.82485,0.546545162,10,-8.06,120.663,4,0.840590438
TRAFAAS12903CF0BE2,Moonspell,Tired,metal,1,323.7873,0.499826314,2,-6.994,122,4,0.722570574
TRAFNEI128F1458CAA,Brand X,Hate Zone,classic pop and rock,1,281.52118,0.363675677,9,-13.358,201.006,4,0.601305751
TRAFFSE128F429FB8D,Josh White,This Heart Of Mine,folk,0,178.75546,0.351022621,4,-21.858,163.083,1,0.490586402
TRAFWGD128F422F352,Between The Buried And Me,Geek USA (Album Version),metal,1,325.11955,0.546545162,6,-5.094,126.773,4,0.840590438
TRAFUKW12903CD802A,Mink DeVille,She's So Tough,classic pop and rock,0,166.03383,0.367869339,9,-13.589,109.057,4,0.546460288
TRADJTR128F423CEB8,Mikey Dread,Two Track Dub (Dub / Instrumental Reggae Music),classic pop and rock,0,373.26322,0.360445766,1,-13.192,145.055,1,0.58568315
TRADJJZ128F9341B40,Donna The Buffalo,Tides Of Time,folk,1,281.93914,0.374530029,9,-6.199,151.493,4,0.575532412
TRADJSM128F14894AA,Little Feat,Down On The Farm (2006 Remastered Edit Version),classic pop and rock,1,228.98893,0.479187492,0,-9.978,97.342,4,0.674913858
TRADMGC128F9306CC9,X-ecutioners,Play That Beat,hip-hop,0,286.77179,0.416935872,10,-5.716,76.166,5,0.619260605
TRADMAJ128F92F566E,OV7,Una na na,pop,1,239.67302,0.431448035,11,-3.593,99.995,4,0.577232155
TRADRPV128F92E4B4A,Jimmy Cliff,Take Your Time feat. Yannick Noah,classic pop and rock,1,193.64526,0.466784212,0,-6.874,211.986,4,0.672199944
TRADRED12903CA4B7C,Irma Thomas,River Is Waiting,classic pop and rock,1,240.69179,0.441106359,3,-5.762,103.206,4,0.623823768
TRADAFY12903CC7EAA,Pinchers & Ganglords,Girls Girls,punk,0,235.17995,0.340632714,4,-7.145,159.798,4,0.558384455
TRADNZM128F9300DF3,Shawn Colvin,Sunny Came Home,folk,1,250.69669,0.446732968,1,-12.806,109.154,1,0.685502832
TRADNRG128F4295A0E,Kris Kristofferson,Darby's Castle,folk,1,232.64608,0.496224349,2,-19.991,74.665,3,0.732393863
TRADFOJ128F425107D,Sizzla,Princess Black,soul and reggae,1,274.15465,0.457981674,1,-6.016,168.013,4,0.732571745
TRADFQK128F422B492,Casiotone For The Painfully Alone,Rice Dream Girl,dance and electronica,1,108.40771,0.394217199,0,-6.695,131.078,4,0.665322162
TRADPPX128E078B0BC,Randy Travis,Down At The Old Corral (Album Version),classic pop and rock,1,198.76526,0.543225521,10,-11.611,104.799,4,0.787877691
TRADTBA128F92CA48F,Hot Tuna,Extrication Love Song,folk,1,270.96771,0.405178359,2,-5.807,93.532,4,0.567278871
TRAEIKO128F932739F,Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love,dance and electronica,1,333.21751,0.417068912,0,-6.883,130.016,4,0.687619666
TRAEHTK128F14A4706,Glen Campbell And Bobbie Gentry,Mornin' Glory,classic pop and rock,1,183.11791,0.38479891,7,-13.881,101.577,4,0.582460567
TRAEOMT128F92FE852,Chris Clark,Tyre,soul and reggae,1,71.99302,0.39846996,8,-28.475,97.845,4,0.597281478
TRAEYHF128F14B06D0,The Stooges,T.V. Eye (Take 3),classic pop and rock,1,328.9073,0.497050959,9,-6.862,132.595,1,0.732603394
TRAEAZV12903D0CBA6,Enter the Haggis,Skyswimmer,folk,1,399.882,0.40738683,3,-10.648,85.399,4,0.619747147
TRAEELO128F425BD8F,Avril,The Matter With You (Part I_ Ii_ Iii),dance and electronica,0,651.59791,0.438234414,4,-10.718,86.589,4,0.897178038
TRAELXD128F14A8B21,Randy Travis,On The Other Hand (Remastered Album Version),classic pop and rock,1,187.53261,0.543225521,5,-12.324,95.781,4,0.787877691
TRAELUY128F93147BA,Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne,jazz and blues,1,235.65016,0.544257506,9,-13.277,111.834,4,0.73379894
TRAEGUL128E078B0C1,Randy Travis,Wind In The Wire (Album Version),classic pop and rock,0,211.40853,0.543225521,10,-14.172,95.655,4,0.787877691
TRAEQAB128F429C226,Bob Marley,Memphis,soul and reggae,1,177.71057,0.570106512,1,-15.015,180.876,4,0.780264381
TRALJGO128F9347068,Cherish The Ladies,The Shaskeen / Gan Ainm,folk,1,134.81751,0.390020825,2,-16.831,118.182,5,0.581507855
TRALJAZ128F933DE4A,Neil Sedaka,Superbird,classic pop and rock,0,256.9922,0.444025681,4,-17.289,159.184,1,0.720842183
TRALXGM128F92C7D26,The Chap,What's Love Got to Do With It,classic pop and rock,0,216.2673,0.457611174,4,-7.507,181.863,4,0.612657824
TRALMEY128F147129F,Noel Harrison,The Last Thing On My Mind (Previously Unissued),classic pop and rock,1,157.09995,0.329805264,11,-15.717,176.761,4,0.425009175
TRALYCX12903CB6D4E,SÌ©amus Egan,Poultry in the Parlour / Rolling the Ryegrass,folk,1,198.84363,0.327954754,9,-13.152,201.512,1,0.477180009
TRALNNE128F4264375,Academy/Marriner,Andante Cantabile (String Quartet No 1 In D Major,classical,1,377.10322,0.347983088,10,-29.793,118.712,3,0.496268413
TRALWDX128F14712A5,Noel Harrison,Sparrow (Remastered Album Version),classic pop and rock,1,166.73914,0.329805264,10,-12.876,146.688,4,0.425009175
TRALZUL128F4236D23,Sugar Ray,Mean Machine (Remastered LP Version),classic pop and rock,0,161.82812,0.47251295,11,-4.068,92.299,4,0.718400769
TRALZXZ128F92E26EF,The Jeff Healey Band,My Little Girl,classic pop and rock,0,223.92118,0.414236248,9,-7.457,126.16,4,0.716854352
TRALZFE128F931737D,R. Carlos Nakai,Tibetan Turquoise (World),folk,1,296.51546,0.376939984,1,-20.698,107.963,1,0.577276089
TRALGWZ12903CD7336,Big Star,Morpha Too [Alternate Mix],classic pop and rock,1,88.00608,0.496508119,0,-13.717,58.393,1,0.741040433
TRALGWZ128F4241B20,Mikey Dread,The Jumping Master,classic pop and rock,0,309.83791,0.360445766,1,-7.325,144.144,4,0.58568315
TRALGCL12903CE74A7,Randy Travis,I Am Going (Album Version),classic pop and rock,1,228.75383,0.543225521,11,-11.366,99.141,4,0.78787777
TRALTZZ12903CB7DD0,Kris Kristofferson,Killer Barracuda,folk,0,183.06567,0.496224349,7,-17.312,138.094,4,0.732393707
TRALTDA128F427D0A3,James Carter,Dodo's Bounce,jazz and blues,0,366.0273,0.339020747,8,-18.826,140.666,4,0.498946148
TRALUZM128C7196779,Jimmy Cliff,Let's Seize The Time,classic pop and rock,1,301.71383,0.466784212,0,-7.449,122.773,1,0.672199944
TRAPCDF128F425C03E,Asleep At The Wheel,I Hate Christmas,folk,1,180.50567,0.461023016,9,-7.828,78.087,1,0.60425956
TRAPCHT128F4239830,Trivium,The Deceived,metal,0,360.75057,0.494206855,6,-3.134,105.54,4,0.847754656
TRAPIJO128EF3681CA,Simply Red,A Song For You (Live),classic pop and rock,1,253.43955,0.498563611,7,-11.883,105.468,3,0.731590592
TRAPHPB12903CFE973,Mikey Dread,Livin in the Jungle,classic pop and rock,1,152.00608,0.360445766,6,-12.449,159.659,4,0.58568315
TRAPRGZ12903CB7132,Johnny Nash,I See God,classic pop and rock,1,187.0624,0.407283888,3,-16.404,86.128,1,0.593420296
TRAPADM128F92CD44E,Casiotone For The Painfully Alone,Bad People,dance and electronica,1,26.80118,0.394217199,1,-10.039,100.919,4,0.665322162
TRAPNQA128F1498B56,Pat Metheny / Charlie Haden,Message To A Friend,jazz and blues,1,373.41995,0.463979514,7,-23.149,200.199,7,0.618296844
TRAPSHW128F14560A6,J.J. Cale,Losers,classic pop and rock,1,160.62649,0.435468899,0,-15.6,136.273,1,0.67577137
TRAPDZK128F92F6527,Karan Casey,Sliabh Geal gCua,folk,1,189.88363,0.349419199,3,-20.067,102.745,5,0.528233945
TRAPDQG128F93018C0,Becoming The Archetype,End Of The Age,metal,0,389.95546,0.446170543,2,-4.757,85.061,4,0.657826293
TRAPLBK128F930FDB4,Boyz II Men,Motownphilly,soul and reggae,0,245.75955,0.601184942,9,-7.943,112.258,4,0.790922848
TRAPLYA128F14B065A,The Stooges,Lost In The Future (False Start -#1),classic pop and rock,1,27.0624,0.497050959,0,-10.77,26.663,4,0.732603394
TRAPZAW128F930FEEF,The Waybacks,McHattie's Waltz,folk,1,288.49587,0.371157041,0,-13.915,240.983,3,0.530630809
TRAPZZJ12903CC5190,Robben Ford,Ain't Got Nothin' But The Blues (Album Version),jazz and blues,1,278.96118,0.383877494,5,-13.908,91.247,3,0.604820432
TRAPKBI128F92F9D33,Tom Petty And The Heartbreakers,Christmas All Over Again,classic pop and rock,1,254.98077,0.568350503,9,-7.72,138.916,4,0.779838092
TRAPUED128F92C5741,Grachan Moncur III,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),jazz and blues,1,474.06975,0.32936157,6,-11.535,152.213,1,0.445670421
TRAWIVY12903CF4A87,Dala,Alive,folk,1,240.27383,0.376745429,9,-7.397,121.967,4,0.589483406
TRAWIFJ128F4259E47,Berlin,Now It's My Turn (Aqualite Mix),classic pop and rock,1,231.18322,0.524477184,11,-9.424,131.989,4,0.651772659
TRAWHZE128F42AA354,Vusi Mahlasela,Miyela Afrika,folk,1,297.56036,0.375914688,0,-6.642,77.39,3,0.59419662
TRAWHWM128F14A3AA7,Bobbie Gentry,Miss Clara/Azusa Sue,classic pop and rock,1,261.09342,0.38479891,7,-11.81,141.052,4,0.582460567
TRAWHKB12903C9A7E6,Pat Metheny,Traveling Fast,jazz and blues,1,711.70567,0.463979514,7,-13.186,108.407,3,0.725974866
TRAWHDG128F426C8E3,Tam Tam Go!,Better Ways,pop,0,223.97342,0.316692162,4,-8.22,118.041,5,0.515044056
TRAWXXP128F92FE765,Steve Riley & The Mamou Playboys,Katherine,folk,1,189.64853,0.183182471,7,-8.256,94.073,4,0.391928205
TRAWOUA128F14AE2E7,Becoming The Archetype,Ex Nihilo,metal,1,308.74077,0.446170543,8,-3.217,198.464,4,0.657826293
TRAWNOH128F4287513,Unkle Bob,What Do I Know,pop,0,252.18567,0.378644569,6,-6.623,124.094,4,0.613029291
TRAWNBV128F4279867,Johnny Nash,Loving You,classic pop and rock,1,161.67138,0.407283888,2,-12.575,170.987,4,0.593420296
TRAWSTS128F147C316,The Robert Cray Band,Far Away (Album Version),classic pop and rock,1,384.522,0.382549929,1,-9.703,119.788,4,0.566329185
TRAWFZB128F92FFB99,Jefferson Starship,Stairway To Cleveland,classic pop and rock,1,240.3522,0.418946871,9,-6.681,189.735,4,0.62812134
TRAWFLJ128F14B064D,The Stooges,Down On The Street (False Start Take 2),classic pop and rock,0,211.35628,0.497050959,11,-6.969,126.641,4,0.732603394
TRAWPQO128F14604D1,Bobbie Gentry,Reunion,classic pop and rock,1,156.21179,0.38479891,7,-11.795,99.777,1,0.582460567
TRAWZLK128F930EC02,Marisela,Decidete,pop,1,232.14975,0.389877126,10,-9.994,98.07,4,0.570609658
TRAWZYH128F422FE57,Jesus Jones,All The Answers,classic pop and rock,0,227.73506,0.420627401,4,-5.844,110.47,4,0.592472073
TRAWGYZ128F92C494B,Patti Smith Group,Wave,classic pop and rock,1,284.21179,0.43759098,9,-20.058,76.814,3,0.666787431
TRAWTLK12903CF4B2D,The Chi-Lites,The Coldest Days Of My Life,classic pop and rock,1,274.83383,0.403000799,9,-10.955,139.925,4,0.607260129
TRAWKXZ128F92FAD05,John Hammond,Preaching Blues (Up Jumped The Devil) (1978 Version),folk,1,262.16444,0.452817838,9,-12.541,204.255,7,0.590692918
TRAWVRY128F9344DA9,The Sonics,Tall Cool One,classic pop and rock,0,143.64689,0.449608088,2,-12.332,162.609,4,0.366535112
TRAZJPD128F93365B5,Beenie Man,Cross The Bridge,soul and reggae,1,219.402,0.481339309,2,-11.677,118.101,3,0.729212274
TRAZHZI128F930653D,The Sensational Alex Harvey Band,Framed,classic pop and rock,1,536.0322,0.46496643,5,-9.253,92.461,3,0.569860089
TRAZRKK12903CD7385,Big Star,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],classic pop and rock,0,181.26322,0.496508119,7,-10.132,103.28,4,0.741040433
TRAZBPE128F936741A,Darden Smith,Midnight Train,folk,1,226.32444,0.362960597,3,-8.666,154.403,4,0.485855596
TRAZNLA128F930A44E,R. Carlos Nakai,Red Wind (World),folk,0,551.81016,0.376939984,7,-24.997,142.151,4,0.577276089
TRAZFMG128F4255C6A,Asleep At The Wheel,The Son Shines Down On Me,folk,1,243.98322,0.461023016,11,-17.127,104.098,3,0.60425956
TRAZDGU128F4234A91,Glen Campbell,After The Glitter Fades (LP Version),classic pop and rock,1,166.39955,0.481024239,4,-17.913,155.839,4,0.67159627
TRAZEGM128F42AD0EB,Dale Hawkins,Pretty Little Thing,classic pop and rock,1,168.59383,0.380556728,9,-9.503,85.794,1,0.546012784
TRAZLLR128F42A8DCC,Ayo,These Days,soul and reggae,0,288.31302,0.390641236,4,-18.328,82.723,4,0.522590185
TRAZLCH12903CE3D6D,Grandmaster Flash,The King,classic pop and rock,1,197.79873,0.455884679,0,-16.323,93.856,4,0.627970753
TRAZPMW12903CFAC16,Jesus Jones,Move Mountains (BBC In Concert),classic pop and rock,1,269.29587,0.420627401,2,-10.248,119.729,4,0.592472073
TRAZKIS12903CEED76,Solas,Lament for Frankie,folk,1,192.67873,0.366348439,3,-22.187,47.934,1,0.602360696
TRAZVEJ128F92EDA77,Daniel Johnston,Rock Around The Christmas Tree,dance and electronica,1,130.55955,0.473613189,4,-7.324,133.142,4,0.713322147
TRAGCSY128F14546B1,The Stooges,Not Right (Remastered LP Version),classic pop and rock,0,169.66485,0.497050959,11,-3.968,148.458,5,0.732603394
TRAGCDN128F932855A,Brand X,Zero Db (drum solo by Frank Katz),classic pop and rock,1,292.5971,0.363675677,6,-18.473,71.608,1,0.601305751
TRAGXBC128F148E5CC,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,1. Molto allegro con fuoco,classical,0,413.1522,0.37757908,7,-19.852,160.246,1,0.530287914
TRAGYKT128F92F5D8A,Marisela,Loca (a/k/a Crazy) (Version Banda),pop,0,162.55955,0.389877126,7,-5.837,84.283,4,0.570609658
TRAGBMD128F429AB9D,Charlie Haden & Chris Anderson,Alone Together,jazz and blues,0,412.21179,0.375374819,2,-28.346,115.007,4,0.618296844
TRAGSOA128E078F934,Burning Spear,It's A Long Way Around,classic pop and rock,1,185.5473,0.46527021,0,-19.633,122.376,4,0.6742378
TRAGFJM128F427E764,The Chap,We Are Not Impartial,classic pop and rock,1,170.05669,0.457611174,9,-9.502,72.073,4,0.612657824
TRAGLZM128F931C995,The B-52's,Tell It Like It T-I-IS (Album Version),classic pop and rock,1,313.20771,0.537537201,11,-7.465,136.767,4,0.681598553
TRAGPEA128F422B47E,Casiotone For The Painfully Alone,Dying Batteries,dance and electronica,1,51.01669,0.394217199,0,-20.499,78.16,1,0.665322162
TRAGPMR128F930C0D8,Humble Pie,30 Days In The Hole (Live),classic pop and rock,1,469.44608,0.40249588,2,-7.033,132.598,4,0.633545999
TRAGGSJ128F42A5AE1,Ben E. King,Let It Be Me,classic pop and rock,1,167.3922,0.478780074,10,-8.89,86.819,4,0.688638654
TRAGKQO128F92F0E10,James Carter,Strange Fruit,jazz and blues,0,258.42893,0.339020747,5,-6.115,81.492,4,0.498946148
TRAGQLG128F9351109,Brian Eno And David Byrne,The Jezebel Spirit,classic pop and rock,1,296.33261,0.423608913,1,-8.209,118.203,4,0.615740353
TRAGVWF128F4230C95,Irma Thomas,The Same Love That Made Me Laugh  [LP Version],classic pop and rock,1,195.36934,0.441106359,0,-9.675,99.492,1,0.623823768
TRATCIW128F4266325,Mikey Dread,Rainbow Jungle (Dub / Instrumental Reggae Music),classic pop and rock,1,159.99955,0.360445766,9,-14.883,145.618,4,0.58568315
TRATCAZ128F4284985,Mary Black,Sweet Love,folk,0,310.20363,0.376556981,2,-12.67,42.75,4,0.597113363
TRATJXC128F93124CE,Darden Smith,Perfect Moment,folk,1,270.62812,0.362960597,6,-17.864,165.76,4,0.485855596
TRATIQJ128F92DFA28,Dub Pistols feat. TK,Revitalise,dance and electronica,0,264.82893,0.417068912,10,-5.603,100.019,4,0.687619666
TRATOCH128F4285825,Mikey Dread,Pound a Weed,classic pop and rock,1,201.9522,0.360445766,7,-9.351,175.628,1,0.58568315
TRATMOS128F9318337,R. Carlos Nakai,Voyagers - Improvisation 12,folk,0,177.31873,0.376939984,7,-26.675,102.02,3,0.577276089
TRATYYP128F9335EE9,Beenie Man,Politrix,soul and reggae,1,213.10649,0.481339309,8,-6.109,98.028,4,0.729212274
TRATAMJ12903CA7BA9,Beenie Man,Stack and Pile,soul and reggae,1,201.97832,0.481339309,1,-3.669,69.594,3,0.729212274
TRATBYD128F92CE21A,Trivium,Into The Mouth Of Hell We March [Explicit],metal,0,352.02567,0.494206855,4,-3.18,141.813,4,0.847754656
TRATSSL128F92F67BD,Gregory Isaacs,Down the Line,classic pop and rock,1,219.402,0.451998594,9,-11.999,138.039,4,0.70947262
TRATFEN128F14A3A6E,Bobbie Gentry,Ace Insurance Man,classic pop and rock,1,214.96118,0.38479891,9,-10.736,170.897,4,0.582460567
TRATLTV128F92FC979,Stevie Ray Vaughan And Double Trouble,Cold Shot,jazz and blues,1,240.77016,0.544257506,6,-10.958,112.719,4,0.78303711
TRATPZY128F930CFD0,Planxty,Follow Me Up To Carlow,folk,1,139.72853,0.382591638,7,-14.322,71.337,4,0.548189066
TRATKAA128F426E8A0,Mary Black,Say A Little Prayer,folk,0,235.04934,0.376556981,2,-10.562,117.507,4,0.597113363
TRATQQC128F423851A,Ayo,Down On My Knees,soul and reggae,0,244.06159,0.390641236,10,-10.167,118.509,4,0.522590185
TRATUBW128F92F3866,James Taylor Quartet,Cleo's Mood,jazz and blues,1,188.94322,0.434253341,1,-2.775,58.135,4,0.583178831
TRATUQR128F422F34D,Between The Buried And Me,Kickstart My Heart (Album Version),metal,0,295.28771,0.546545162,4,-5.493,89.485,4,0.840590438
TRAKCPH128F930F9CD,Johannes Linstead,Guayabera,folk,0,294.66077,0.418418097,0,-7.409,115.049,4,0.57961456
TRAKCAC128F146E773,Bob Marley & The Wailers,Cry On (Acoustic Demo),soul and reggae,1,229.90322,0.570106512,4,-15.193,122.565,1,0.778835827
TRAKHFI128F1475133,Fontella Bass,You've Lost That Lovin' Feelin',classic pop and rock,1,204.35546,0.392579878,5,-10.269,101.469,4,0.558916244
TRAKRXM128F4250E33,Bob Marley,Corner Stone,soul and reggae,1,135.49669,0.570106512,0,-11.575,201.953,1,0.778835827
TRAKRUY128F92FB943,R. Carlos Nakai,Canyon People (World),folk,0,276.50567,0.376939984,6,-32.339,157.381,1,0.577276089
TRAKRQS128F4238518,Ayo,Welcome Into My World,soul and reggae,0,264.56771,0.390641236,4,-11.522,185.89,4,0.522590185
TRAKBAS128F427F12A,The Field Mice,Below The Stars,classic pop and rock,1,335.46404,0.409292117,7,-14.064,70.09,4,0.60542429
TRAKPET128F92FD69F,Humble Pie,Lonely No More,classic pop and rock,1,193.54077,0.40249588,10,-13.339,120.563,1,0.633545999
TRAKGRM128F149DAFB,Robben Ford,The Champ,jazz and blues,0,312.92036,0.383877494,2,-9.925,114.681,3,0.604820432
TRAKKCL128F92FAE59,Livingston Taylor,Tell Jesus [To Come To My House],folk,0,285.88363,0.348862957,0,-13.559,153.033,4,0.431393095
TRAKKLW128F9317389,R. Carlos Nakai,In A Distant Place (World),folk,0,238.13179,0.376939984,0,-22.812,158.152,4,0.577276089
TRAKKTE128F934B0D9,THE CHIFFONS,One Fine Day,classic pop and rock,1,129.67138,0.398349517,6,-8.23,88.808,4,0.599536502
TRAKUNC128F147C549,Soul Asylum,Freaks (Album Version),classic pop and rock,1,206.75873,0.466775622,2,-10.294,191.226,4,0.690080124
TRAKVLY128F426E6AD,THE CHIFFONS,Did You Ever Go Steady,classic pop and rock,1,138.762,0.398349517,9,-6.863,122.939,4,0.599536502
TRAKVQI12903CB7343,Jackie Wilson,I'm Wanderin',classic pop and rock,1,160.78322,0.419408141,5,-12.534,108.248,3,0.693327979
TRAQJGB128F426A9B6,Stevie Ray Vaughan And Double Trouble,The House Is Rockin',jazz and blues,1,168.30649,0.544257506,4,-10.351,170.217,4,0.73379894
TRAQXKZ128F429D175,The Box Tops,People Make The World,classic pop and rock,1,148.61016,0.417499645,7,-12.345,110.771,3,0.630630038
TRAQXJY12903CF3A0E,Steel Pulse,House of Love,soul and reggae,1,261.35465,0.502974636,4,-6.653,168.242,4,0.698452539
TRAQOFP128F92FF669,Band Of Horses,Plans (Cover Version - Original by Grizzly Bear),classic pop and rock,1,205.24363,0.54724366,11,-11.536,111.963,4,0.760636112
TRAQRTB128F9332168,The Sonics,Near My Soul,classic pop and rock,1,164.362,0.449608088,6,-9.796,158.84,3,0.653340693
TRAQYZO12903CB818E,The Del McCoury Band,Hillcrest Drive,folk,1,198.63465,0.362218957,11,-8.61,163.92,4,0.608703568
TRAQYVG128F92FE7E1,Loudon Wainwright III,How Old Are You,folk,1,128.15628,0.442765842,9,-16.117,193.637,4,0.661080168
TRAQBRP128F92DFCEF,Simply Red,Good Times Have Done Me Wrong (live) - exclusive version,classic pop and rock,0,305.162,0.498563611,1,-6.569,90.031,4,0.731590592
TRAQBCD128F92EE352,Pinchers,My Heart Is Booked,punk,1,221.88363,0.340632714,2,-12.783,176.536,4,0.558384455
TRAQBTU128F931BB1D,Hot Club Of Cowtown,Cabiria,folk,1,203.96363,0.389847527,0,-10.881,132.073,1,0.551427307
TRAQSWI128F9343039,Shawn Colvin,Cry Like An Angel,folk,1,290.11546,0.446732968,0,-12.798,167.772,4,0.685502832
TRAQDXL128F4260EB8,Jeff Beck,Head For Backstage Pass,classic pop and rock,1,163.83955,0.529995833,9,-8.951,131.554,4,0.747684076
